trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.7, 'e': 0.99401796405393528}",20,0,-106.4199246208297,"{0: 10, 1: 4, 2: 2, 3: 4, 4: 0}",0
2,False,"{'a': 0.7, 'e': 0.98807171286193052}",20,9,-72.46819420767395,"{0: 6, 1: 2, 2: 1, 3: 1, 4: 1}",1
3,False,"{'a': 0.7, 'e': 0.98216103235830077}",20,0,-103.79286564693763,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
4,False,"{'a': 0.7, 'e': 0.97628570975790929}",20,0,-99.67005482019812,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
5,False,"{'a': 0.7, 'e': 0.97044553354850815}",20,0,-154.9988187705569,"{0: 8, 1: 2, 2: 7, 3: 2, 4: 1}",0
6,False,"{'a': 0.7, 'e': 0.96464029348312308}",20,0,-55.805350198669075,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
7,False,"{'a': 0.7, 'e': 0.95886978057248451}",25,0,-162.550568277066,"{0: 14, 1: 4, 2: 4, 3: 0, 4: 3}",0
8,False,"{'a': 0.7, 'e': 0.95313378707750473}",25,0,-76.04333495728488,"{0: 16, 1: 5, 2: 1, 3: 3, 4: 0}",0
9,False,"{'a': 0.7, 'e': 0.94743210650179832}",25,0,-140.90555167712483,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
10,False,"{'a': 0.7, 'e': 0.94176453358424872}",30,0,-286.02236226715735,"{0: 11, 1: 5, 2: 9, 3: 1, 4: 4}",0
11,False,"{'a': 0.7, 'e': 0.93613086429161885}",20,0,-169.8506347148003,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
12,False,"{'a': 0.7, 'e': 0.93053089581120574}",25,0,-111.94435787644684,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
13,False,"{'a': 0.7, 'e': 0.92496442654353928}",25,0,-169.1905436371494,"{0: 11, 1: 4, 2: 8, 3: 0, 4: 2}",0
14,False,"{'a': 0.7, 'e': 0.91943125609512466}",30,6,-164.80513867454974,"{0: 15, 1: 2, 2: 2, 3: 2, 4: 3}",1
15,False,"{'a': 0.7, 'e': 0.91393118527122819}",25,0,-194.4110509156207,"{0: 9, 1: 7, 2: 5, 3: 2, 4: 2}",0
16,False,"{'a': 0.7, 'e': 0.90846401606870619}",25,0,-170.72253110817582,"{0: 13, 1: 5, 2: 3, 3: 1, 4: 3}",0
17,False,"{'a': 0.7, 'e': 0.90302955166887677}",20,0,-144.90366678862398,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 2}",0
18,False,"{'a': 0.7, 'e': 0.89762759643043488}",20,0,-165.4760008884032,"{0: 10, 1: 3, 2: 2, 3: 3, 4: 2}",0
19,False,"{'a': 0.7, 'e': 0.8922579558824083}",25,0,-105.5962136474163,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
20,False,"{'a': 0.7, 'e': 0.88692043671715748}",25,1,-157.68180080029805,"{0: 13, 1: 2, 2: 6, 3: 1, 4: 2}",1
21,False,"{'a': 0.7, 'e': 0.88161484678341606}",35,0,-158.50416843450807,"{0: 27, 1: 1, 2: 2, 3: 2, 4: 3}",0
22,False,"{'a': 0.7, 'e': 0.87634099507937324}",35,0,-155.94524962726044,"{0: 23, 1: 4, 2: 4, 3: 2, 4: 2}",0
23,False,"{'a': 0.7, 'e': 0.87109869174579835}",20,13,-25.788246114054093,"{0: 4, 1: 0, 2: 3, 3: 0, 4: 0}",1
24,False,"{'a': 0.7, 'e': 0.86588774805920499}",20,9,-88.16461536249369,"{0: 6, 1: 1, 2: 1, 3: 2, 4: 1}",1
25,False,"{'a': 0.7, 'e': 0.86070797642505781}",20,12,-62.11212976729886,"{0: 4, 1: 1, 2: 2, 3: 0, 4: 1}",1
26,False,"{'a': 0.7, 'e': 0.85555919037101846}",20,0,-148.29171821647847,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
27,False,"{'a': 0.7, 'e': 0.85044120454023298}",20,0,-88.63004935674505,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
28,False,"{'a': 0.7, 'e': 0.84535383468465874}",30,16,-47.68513354091574,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 1}",1
29,False,"{'a': 0.7, 'e': 0.84029689765843141}",25,0,-114.89008282069288,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
30,False,"{'a': 0.7, 'e': 0.835270211411272}",20,14,-4.458655344556328,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
31,False,"{'a': 0.7, 'e': 0.83027359498193265}",20,0,-64.5800777477926,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
32,False,"{'a': 0.7, 'e': 0.82530686849168233}",30,0,-92.41884868597685,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
33,False,"{'a': 0.7, 'e': 0.82036985313783106}",25,0,-149.99367702786648,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 3}",0
34,False,"{'a': 0.7, 'e': 0.8154623711872927}",25,0,-93.15315087499921,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
35,False,"{'a': 0.7, 'e': 0.81058424597018708}",25,9,-37.27798072461143,"{0: 10, 1: 4, 2: 1, 3: 1, 4: 0}",1
36,False,"{'a': 0.7, 'e': 0.80573530187347964}",20,15,-33.59618093781603,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
37,False,"{'a': 0.7, 'e': 0.80091536433465915}",20,9,-73.78812298085334,"{0: 6, 1: 1, 2: 2, 3: 1, 4: 1}",1
38,False,"{'a': 0.7, 'e': 0.79612425983545376}",30,0,-62.663342669278386,"{0: 22, 1: 4, 2: 1, 3: 3, 4: 0}",0
39,False,"{'a': 0.7, 'e': 0.79136181589558385}",25,0,-60.47410694617613,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
40,False,"{'a': 0.7, 'e': 0.78662786106655347}",25,20,6.791863979494122,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,False,"{'a': 0.7, 'e': 0.78192222492547725}",20,0,-106.79998966479842,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
42,False,"{'a': 0.7, 'e': 0.77724473806894612}",25,0,-174.3658146339933,"{0: 13, 1: 1, 2: 7, 3: 2, 4: 2}",0
43,False,"{'a': 0.7, 'e': 0.77259523210692804}",30,16,-23.67567059515006,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
44,False,"{'a': 0.7, 'e': 0.76797353965670612}",25,17,-33.47913279196711,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
45,False,"{'a': 0.7, 'e': 0.76337949433685315}",35,0,-247.56195745631626,"{0: 19, 1: 3, 2: 6, 3: 4, 4: 3}",0
46,False,"{'a': 0.7, 'e': 0.75881293076124134}",20,4,-8.165868138104624,"{0: 12, 1: 3, 2: 1, 3: 0, 4: 0}",1
47,False,"{'a': 0.7, 'e': 0.75427368453308896}",20,0,-40.063704825134224,"{0: 12, 1: 6, 2: 1, 3: 1, 4: 0}",0
48,False,"{'a': 0.7, 'e': 0.74976159223904126}",20,0,-93.02393415048199,"{0: 15, 1: 2, 2: 0, 3: 1, 4: 2}",0
49,False,"{'a': 0.7, 'e': 0.74527649144328867}",30,0,-89.153086671804,"{0: 20, 1: 6, 2: 1, 3: 2, 4: 1}",0
50,False,"{'a': 0.7, 'e': 0.74081822068171788}",30,0,-21.724301072125858,"{0: 24, 1: 4, 2: 1, 3: 1, 4: 0}",0
51,False,"{'a': 0.7, 'e': 0.73638661945610007}",20,0,-99.8911163586637,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
52,False,"{'a': 0.7, 'e': 0.73198152822831264}",25,0,-102.33292957093936,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
53,False,"{'a': 0.7, 'e': 0.72760278841459547}",30,0,-83.4972988342804,"{0: 20, 1: 5, 2: 2, 3: 3, 4: 0}",0
54,False,"{'a': 0.7, 'e': 0.72325024237984237}",25,0,-77.94328710346528,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
55,False,"{'a': 0.7, 'e': 0.71892373343192617}",20,0,-98.17415764753923,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
56,False,"{'a': 0.7, 'e': 0.71462310581605726}",25,0,-88.17133722790447,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
57,False,"{'a': 0.7, 'e': 0.71034820470917726}",25,0,15.77998905901741,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
58,False,"{'a': 0.7, 'e': 0.70609887621438439}",25,0,-153.24245664821936,"{0: 15, 1: 1, 2: 3, 3: 5, 4: 1}",0
59,False,"{'a': 0.7, 'e': 0.70187496735539401}",20,0,-19.37503190636029,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
60,False,"{'a': 0.7, 'e': 0.69767632607103103}",20,6,-13.110731030416238,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
61,False,"{'a': 0.7, 'e': 0.69350280120975583}",25,0,-64.5927233792666,"{0: 18, 1: 4, 2: 1, 3: 1, 4: 1}",0
62,False,"{'a': 0.7, 'e': 0.68935424252422239}",25,0,-97.89077006514232,"{0: 12, 1: 7, 2: 4, 3: 2, 4: 0}",0
63,False,"{'a': 0.7, 'e': 0.68523050066587032}",30,0,-92.25892742700344,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
64,False,"{'a': 0.7, 'e': 0.68113142717954711}",20,0,-117.65189237118862,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 3}",0
65,False,"{'a': 0.7, 'e': 0.67705687449816465}",25,0,-113.78859863356487,"{0: 17, 1: 1, 2: 3, 3: 3, 4: 1}",0
66,False,"{'a': 0.7, 'e': 0.67300669593738638}",30,0,-61.98248531034851,"{0: 22, 1: 4, 2: 3, 3: 0, 4: 1}",0
67,False,"{'a': 0.7, 'e': 0.66898074569034671}",20,0,-96.498806251296,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
68,False,"{'a': 0.7, 'e': 0.66497887882240192}",25,0,-138.44520069741506,"{0: 16, 1: 2, 2: 3, 3: 2, 4: 2}",0
69,False,"{'a': 0.7, 'e': 0.66100095126591241}",20,3,-10.668950966761335,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
70,False,"{'a': 0.7, 'e': 0.65704681981505675}",25,0,-56.45142597264312,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
71,False,"{'a': 0.7, 'e': 0.6531163421206756}",25,19,2.898140712340461,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
72,False,"{'a': 0.7, 'e': 0.64920937668514744}",30,0,-54.759072955695274,"{0: 22, 1: 1, 2: 7, 3: 0, 4: 0}",0
73,False,"{'a': 0.7, 'e': 0.64532578285729458}",20,0,-89.4350727614654,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
74,False,"{'a': 0.7, 'e': 0.64146542082731983}",25,0,-69.28648090095858,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
75,False,"{'a': 0.7, 'e': 0.63762815162177333}",20,13,0.5035082322289244,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
76,False,"{'a': 0.7, 'e': 0.63381383709854899}",20,2,-44.08808358522878,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
77,False,"{'a': 0.7, 'e': 0.63002233994191226}",25,0,-110.27587634690728,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
78,False,"{'a': 0.7, 'e': 0.62625352365755593}",20,0,-63.71108337766916,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
79,False,"{'a': 0.7, 'e': 0.62250725256768669}",25,8,-72.18731302029342,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 2}",1
80,False,"{'a': 0.7, 'e': 0.61878339180614084}",25,0,-108.4342680984924,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
81,False,"{'a': 0.7, 'e': 0.61508180731352868}",25,0,-32.61591753607418,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
82,False,"{'a': 0.7, 'e': 0.6114023658324087}",25,0,-74.36543388152728,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
83,False,"{'a': 0.7, 'e': 0.60774493490249015}",25,0,-38.03874344661797,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
84,False,"{'a': 0.7, 'e': 0.60410938285586468}",20,0,-98.94733919008007,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
85,False,"{'a': 0.7, 'e': 0.6004955788122659}",20,0,-55.18870721526474,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
86,False,"{'a': 0.7, 'e': 0.59690339267435799}",25,0,-94.45039048795546,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
87,False,"{'a': 0.7, 'e': 0.59333269512305198}",20,11,-21.5693349530527,"{0: 6, 1: 2, 2: 0, 3: 1, 4: 0}",1
88,False,"{'a': 0.7, 'e': 0.58978335761285039}",25,0,-16.40913278993925,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
89,False,"{'a': 0.7, 'e': 0.58625525236721965}",20,0,-56.03441599159344,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
90,False,"{'a': 0.7, 'e': 0.58274825237398964}",20,0,-6.833993856258578,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
91,False,"{'a': 0.7, 'e': 0.57926223138078203}",20,0,-5.355805288900509,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
92,False,"{'a': 0.7, 'e': 0.57579706389046448}",20,10,-0.41298409423258375,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
93,False,"{'a': 0.7, 'e': 0.57235262515663321}",20,8,-0.8995987777763093,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
94,False,"{'a': 0.7, 'e': 0.56892879117912176}",20,13,-28.58655951925132,"{0: 4, 1: 1, 2: 1, 3: 1, 4: 0}",1
95,False,"{'a': 0.7, 'e': 0.56552543869953709}",30,13,-19.490928380551004,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 0}",1
96,False,"{'a': 0.7, 'e': 0.56214244519682244}",20,0,-31.467175401156368,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
97,False,"{'a': 0.7, 'e': 0.55877968888284635}",20,0,-8.025662093276244,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
98,False,"{'a': 0.7, 'e': 0.55543704869801824}",25,0,-121.47626046329484,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 3}",0
99,False,"{'a': 0.7, 'e': 0.5521144043069306}",20,11,13.438847466443658,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.7, 'e': 0.5488116360940265}",20,13,-6.34204503763036,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
101,False,"{'a': 0.7, 'e': 0.54552862515929335}",25,3,6.379340275190089,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
102,False,"{'a': 0.7, 'e': 0.54226525331398323}",20,0,-18.291828497270657,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
103,False,"{'a': 0.7, 'e': 0.53902140307635704}",25,15,17.135290175820053,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.7, 'e': 0.53579695766745605}",25,0,-57.96277379605217,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
105,False,"{'a': 0.7, 'e': 0.53259180100689718}",20,0,-73.9355517286119,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
106,False,"{'a': 0.7, 'e': 0.52940581770869455}",30,2,-15.66040654271287,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 0}",1
107,False,"{'a': 0.7, 'e': 0.52623889307710536}",20,9,-31.375546101680793,"{0: 8, 1: 1, 2: 0, 3: 2, 4: 0}",1
108,False,"{'a': 0.7, 'e': 0.52309091310250078}",20,0,-8.37024495540929,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
109,False,"{'a': 0.7, 'e': 0.51996176445726183}",30,19,-0.0821246113667895,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
110,False,"{'a': 0.7, 'e': 0.51685133449169918}",20,0,-59.54161903009206,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
111,False,"{'a': 0.7, 'e': 0.5137595112299983}",30,6,-55.152559042272905,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 1}",1
112,False,"{'a': 0.7, 'e': 0.51068618336618787}",20,2,-78.1847340421423,"{0: 13, 1: 1, 2: 1, 3: 2, 4: 1}",1
113,False,"{'a': 0.7, 'e': 0.50763124026013273}",20,6,9.49602105441022,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
114,False,"{'a': 0.7, 'e': 0.50459457193355117}",25,0,-3.483641097309838,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
115,False,"{'a': 0.7, 'e': 0.50157606906605545}",20,8,-26.456472745664765,"{0: 7, 1: 2, 2: 3, 3: 0, 4: 0}",1
116,False,"{'a': 0.7, 'e': 0.49857562299121649}",20,0,-26.671368330743253,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
117,False,"{'a': 0.7, 'e': 0.4955931256926514}",30,15,-1.0825954899018113,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
118,False,"{'a': 0.7, 'e': 0.49262846980013547}",25,3,-45.98437552258291,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
119,False,"{'a': 0.7, 'e': 0.4896815485857362}",20,0,-36.15203959221127,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
120,False,"{'a': 0.7, 'e': 0.48675225595997168}",30,1,8.211198358551147,"{0: 25, 1: 2, 2: 2, 3: 0, 4: 0}",1
121,False,"{'a': 0.7, 'e': 0.48384048646799099}",25,0,-33.25186637034669,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",1
122,False,"{'a': 0.7, 'e': 0.48094613528577801}",20,9,19.49597064799625,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.7, 'e': 0.47806909821637761}",30,0,-6.246387969525843,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 0}",0
124,False,"{'a': 0.7, 'e': 0.47520927168614446}",25,18,16.75715259985786,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.7, 'e': 0.47236655274101469}",25,0,-25.424341369998903,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
126,False,"{'a': 0.7, 'e': 0.46954083904279925}",25,10,11.182589084787299,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
127,False,"{'a': 0.7, 'e': 0.46673202886549986}",20,13,0.7228059906336204,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
128,False,"{'a': 0.7, 'e': 0.46394002109164673}",25,0,-50.40016509048666,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
129,False,"{'a': 0.7, 'e': 0.46116471520865843}",20,7,-48.58159553412975,"{0: 8, 1: 3, 2: 1, 3: 0, 4: 1}",1
130,False,"{'a': 0.7, 'e': 0.45840601130522352}",25,11,-35.603250289640876,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
131,False,"{'a': 0.7, 'e': 0.45566381006770351}",25,11,-0.40045690140278545,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
132,False,"{'a': 0.7, 'e': 0.45293801277655771}",25,3,22.20484998845232,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
133,False,"{'a': 0.7, 'e': 0.45022852130278923}",30,1,-117.0800936874949,"{0: 21, 1: 2, 2: 2, 3: 2, 4: 2}",1
134,False,"{'a': 0.7, 'e': 0.44753523810441237}",35,1,-53.0922927726781,"{0: 29, 1: 2, 2: 1, 3: 0, 4: 2}",1
135,False,"{'a': 0.7, 'e': 0.44485806622294111}",20,0,16.805521433951117,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
136,False,"{'a': 0.7, 'e': 0.44219690927989863}",25,13,20.589017278543885,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.7, 'e': 0.43955167147334756}",25,11,-7.199045283305899,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
138,False,"{'a': 0.7, 'e': 0.43692225757444114}",20,0,-14.016433648114743,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",1
139,False,"{'a': 0.7, 'e': 0.43430857292399511}",25,6,24.851814355522514,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.7, 'e': 0.43171052342907973}",25,0,-21.900716537278477,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 1}",0
141,False,"{'a': 0.7, 'e': 0.42912801555963254}",20,2,-58.61357502473338,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 1}",1
142,False,"{'a': 0.7, 'e': 0.42656095634509139}",25,5,-13.95480133824686,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",1
143,False,"{'a': 0.7, 'e': 0.42400925337104728}",35,20,24.357944260158227,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.7, 'e': 0.42147281477591764}",20,0,10.274902272734968,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
145,False,"{'a': 0.7, 'e': 0.418951549247639}",20,0,-82.1894923346796,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
146,False,"{'a': 0.7, 'e': 0.41644536602038007}",20,8,10.998449180501254,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
147,False,"{'a': 0.7, 'e': 0.41395417487127412}",20,10,-2.6449358743047062,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
148,False,"{'a': 0.7, 'e': 0.41147788611717057}",25,14,-4.132445745516545,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
149,False,"{'a': 0.7, 'e': 0.40901641061140692}",25,4,8.873633810818077,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
150,False,"{'a': 0.7, 'e': 0.40656965974059911}",20,0,-39.21074731740961,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
151,False,"{'a': 0.7, 'e': 0.40413754542145153}",20,0,-3.589734792306065,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
152,False,"{'a': 0.7, 'e': 0.40171998009758603}",30,14,-72.9303369834818,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 1}",1
153,False,"{'a': 0.7, 'e': 0.39931687673638988}",30,1,21.104620142778543,"{0: 26, 1: 2, 2: 1, 3: 0, 4: 0}",1
154,False,"{'a': 0.7, 'e': 0.39692814882588245}",25,3,-27.622046525171402,"{0: 17, 1: 0, 2: 4, 3: 1, 4: 0}",1
155,False,"{'a': 0.7, 'e': 0.39455371037160109}",30,0,-8.84306186048428,"{0: 27, 1: 2, 2: 0, 3: 0, 4: 1}",1
156,False,"{'a': 0.7, 'e': 0.39219347589350495}",20,0,1.959045989161587,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
157,False,"{'a': 0.7, 'e': 0.38984736042289797}",30,11,2.9785914068036394,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
158,False,"{'a': 0.7, 'e': 0.3875152794993697}",20,0,-35.03647395697368,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
159,False,"{'a': 0.7, 'e': 0.38519714916775516}",35,10,-27.94702337930522,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",1
160,False,"{'a': 0.7, 'e': 0.38289288597511206}",20,8,14.350942448809084,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.7, 'e': 0.38060240696771647}",25,14,2.6712665698907383,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
162,False,"{'a': 0.7, 'e': 0.37832562968807681}",25,10,-14.517783781496787,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
163,False,"{'a': 0.7, 'e': 0.37606247217196515}",20,12,-23.463936436553553,"{0: 5, 1: 1, 2: 1, 3: 1, 4: 0}",1
164,False,"{'a': 0.7, 'e': 0.37381285294546651}",35,3,-105.23978272396653,"{0: 22, 1: 1, 2: 7, 3: 1, 4: 1}",1
165,False,"{'a': 0.7, 'e': 0.37157669102204571}",20,12,14.890861159373022,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.7, 'e': 0.36935390589963202}",20,6,-26.17920505099955,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
167,False,"{'a': 0.7, 'e': 0.36714441755772104}",25,11,12.177790425799326,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
168,False,"{'a': 0.7, 'e': 0.36494814645449375}",30,0,-47.38686665397949,"{0: 27, 1: 1, 2: 0, 3: 0, 4: 2}",0
169,False,"{'a': 0.7, 'e': 0.36276501352395324}",25,0,10.769649732494806,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
170,False,"{'a': 0.7, 'e': 0.3605949401730783}",30,13,2.499184378699359,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
171,False,"{'a': 0.7, 'e': 0.35843784827899389}",30,16,-14.508886246320927,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
172,False,"{'a': 0.7, 'e': 0.35629366018615882}",25,10,-5.016198234802367,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
173,False,"{'a': 0.7, 'e': 0.35416229870357024}",30,16,-16.00354674178691,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
174,False,"{'a': 0.7, 'e': 0.35204368710198458}",20,13,11.973101228342477,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.7, 'e': 0.34993774911115533}",25,2,-77.50095052242146,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 2}",1
176,False,"{'a': 0.7, 'e': 0.3478444089170874}",25,14,3.0409459189091876,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
177,False,"{'a': 0.7, 'e': 0.34576359115930777}",30,16,27.48796839977584,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.7, 'e': 0.34369522092815236}",20,0,-5.975505487125987,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
179,False,"{'a': 0.7, 'e': 0.34163922376206945}",30,2,15.803227007580867,"{0: 25, 1: 2, 2: 1, 3: 0, 4: 0}",1
180,False,"{'a': 0.7, 'e': 0.33959552564493911}",20,0,-11.378422628160042,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
181,False,"{'a': 0.7, 'e': 0.33756405300340836}",30,22,-7.346715595716644,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
182,False,"{'a': 0.7, 'e': 0.33554473270424268}",25,9,-30.247160654634357,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
183,False,"{'a': 0.7, 'e': 0.3335374920516932}",35,10,-3.944873148852145,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",1
184,False,"{'a': 0.7, 'e': 0.3315422587848797}",20,0,0.7483104091983406,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
