trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
522,False,"{'a': 0.7, 'e': 0.043630449035578674}",20,11,17.572394287662174,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.7, 'e': 0.043369450121104908}",30,18,9.922688223298097,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
524,False,"{'a': 0.7, 'e': 0.043110012511519386}",20,6,26.714778796066646,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.7, 'e': 0.042852126867040187}",30,18,23.85340138859537,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.7, 'e': 0.042595783903756214}",20,4,28.093672961488384,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.7, 'e': 0.042340974393293145}",20,14,13.04131415095275,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.7, 'e': 0.042087689162481054}",20,12,15.374162001223468,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.7, 'e': 0.041835919093024303}",30,18,23.828547862382706,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.7, 'e': 0.041585655121173161}",35,16,16.51117134436515,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
531,False,"{'a': 0.7, 'e': 0.041336888237397666}",30,14,8.27082429441142,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
532,False,"{'a': 0.7, 'e': 0.041089609486063078}",20,15,8.555383424576101,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.7, 'e': 0.040843809965107697}",20,0,11.315862585878985,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
534,False,"{'a': 0.7, 'e': 0.040599480825722178}",20,14,13.929827175277014,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.7, 'e': 0.040356613272031147}",25,18,16.93007070089404,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.7, 'e': 0.040115198560776416}",25,16,18.486740458376076,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.7, 'e': 0.039875228001002336}",20,14,10.11658971395398,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.7, 'e': 0.039636692953742801}",20,5,25.88913958853679,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.7, 'e': 0.039399584831710389}",35,21,27.724888062576927,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.7, 'e': 0.039163895098987066}",35,24,21.04729663521858,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.7, 'e': 0.038929615270717026}",20,0,31.33097868092172,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
542,False,"{'a': 0.7, 'e': 0.038696736912801115}",25,13,21.681007932961094,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.7, 'e': 0.03846525164159334}",30,21,16.5617651748313,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.7, 'e': 0.03823515112359889}",20,9,20.732012666514382,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.7, 'e': 0.038006427075174314}",25,14,9.88051857437795,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
546,False,"{'a': 0.7, 'e': 0.037779071262229125}",20,16,8.933893988967109,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.7, 'e': 0.03755307549992954}",35,17,32.316302575769704,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.7, 'e': 0.037328431652403668}",30,15,16.467197760251437,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
549,False,"{'a': 0.7, 'e': 0.037105131632448773}",25,5,40.622225569882595,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.7, 'e': 0.036883167401239994}",20,12,8.612050883271674,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.7, 'e': 0.036662530968041063}",20,9,18.26442150263021,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.7, 'e': 0.036443214389916524}",20,16,8.014615737568239,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.7, 'e': 0.036225209771445908}",25,13,19.312563714031967,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.7, 'e': 0.036008509264439374}",25,20,10.279239068307227,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.7, 'e': 0.035793105067655297}",30,9,37.751291496027534,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.7, 'e': 0.035578989426519318}",30,12,31.562359776404207,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.7, 'e': 0.035366154632845218}",20,16,8.911495248786904,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.7, 'e': 0.035154593024557458}",20,9,20.453927503441232,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.7, 'e': 0.03494429698541527}",30,23,15.087218561461263,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.7, 'e': 0.034735258944738563}",25,7,-12.519753481977943,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
561,False,"{'a': 0.7, 'e': 0.034527471377135265}",25,7,30.89663621938693,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.7, 'e': 0.034320926802230527}",25,20,8.4971551337561,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.7, 'e': 0.034115617784397319}",25,15,18.70583605133683,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.7, 'e': 0.033911536932488856}",20,11,14.29012095132447,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.7, 'e': 0.033708676899572396}",25,15,17.818814644878692,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.7, 'e': 0.033507030382664879}",20,13,13.999270691151278,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.7, 'e': 0.033306590122469892}",20,2,28.22790789834055,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.7, 'e': 0.033107348903116438}",20,7,25.198992412783966,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.7, 'e': 0.032909299551899078}",25,11,30.749250555908326,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.7, 'e': 0.032712434939019819}",20,11,19.544726941967063,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.7, 'e': 0.032516747977331291}",20,16,7.830355764179172,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.7, 'e': 0.032322231622081768}",20,11,13.707274872707313,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.7, 'e': 0.032128878870661438}",20,9,9.9918318391846,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
574,False,"{'a': 0.7, 'e': 0.031936682762350392}",25,10,26.87905376196203,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.7, 'e': 0.031745636378067939}",20,8,-21.527718302395602,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
576,False,"{'a': 0.7, 'e': 0.03155573284012364}",30,15,11.709327070960434,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
577,False,"{'a': 0.7, 'e': 0.0313669653119696}",20,10,18.975279315768688,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.7, 'e': 0.031179326997954438}",20,11,16.934913918248082,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.7, 'e': 0.030992811143078561}",20,10,6.801217636573431,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
580,False,"{'a': 0.7, 'e': 0.030807411032751076}",30,17,28.1683110444691,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.7, 'e': 0.030623119992547961}",30,6,38.454130279648176,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.7, 'e': 0.030439931387971891}",30,13,29.425715100134195,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.7, 'e': 0.030257838624213294}",25,16,16.988820648858052,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.7, 'e': 0.030076835145913031}",35,15,32.70618859165695,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.7, 'e': 0.029896914436926308}",20,10,16.63932663546687,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.7, 'e': 0.029718070020088201}",25,11,29.155613236197652,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.7, 'e': 0.029540295456980357}",25,13,7.723507424849623,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
588,False,"{'a': 0.7, 'e': 0.029363584347699333}",20,13,14.343779374140116,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.7, 'e': 0.029187930330626086}",25,4,22.779387131825892,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
590,False,"{'a': 0.7, 'e': 0.029013327082197053}",25,13,22.680217676698238,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.7, 'e': 0.028839768316676413}",25,11,24.103189525990317,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.7, 'e': 0.02866724778592988}",25,18,15.454567064845305,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.7, 'e': 0.028495759279199697}",20,5,25.836621841794255,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.7, 'e': 0.028325296622881121}",20,3,27.530583399893807,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.7, 'e': 0.028155853680300096}",30,18,11.231509898540782,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
596,False,"{'a': 0.7, 'e': 0.027987424351492405}",20,8,24.074246012969464,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.7, 'e': 0.027820002572984004}",25,7,31.035790961001975,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.7, 'e': 0.027653582317572808}",25,9,21.469137708545937,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.7, 'e': 0.027488157594111634}",25,11,23.71102011666933,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.7, 'e': 0.027323722447292559}",20,9,22.683895435474742,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.7, 'e': 0.027160270957432564}",25,11,27.665704875064076,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.7, 'e': 0.02699779724026034}",20,14,11.690312613168029,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.7, 'e': 0.026836295446704541}",20,10,13.274404595556149,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.7, 'e': 0.026675759762683132}",25,15,14.260025053216866,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.7, 'e': 0.026516184408894181}",30,22,17.548633518517377,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.7, 'e': 0.026357563640607689}",35,23,22.52411070526903,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.7, 'e': 0.026199891747458889}",25,17,16.324472898424947,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.7, 'e': 0.026043163053242582}",20,14,12.743546535682718,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.7, 'e': 0.025887371915708866}",20,10,16.87689800164664,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.7, 'e': 0.02573251272635994}",20,11,18.987517356354168,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.7, 'e': 0.025578579910248294}",25,14,22.435625876531493,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.7, 'e': 0.025425567925775893}",20,12,16.960040561799417,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.7, 'e': 0.025273471264494796}",25,15,18.267425223137103,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.7, 'e': 0.02512228445090875}",20,0,32.27129054688019,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
615,False,"{'a': 0.7, 'e': 0.024972002042276155}",20,16,6.481031234281203,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.7, 'e': 0.024822618628414051}",25,6,34.3713142064164,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.7, 'e': 0.024674128831503429}",20,13,12.941894591727056,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.7, 'e': 0.024526527305895537}",25,15,18.088729246261217,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.7, 'e': 0.024379808737919537}",25,11,28.626714870343285,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.7, 'e': 0.024233967845691113}",30,17,21.24345603666129,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.7, 'e': 0.024088999378922418}",20,9,21.128429396293154,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.7, 'e': 0.023944898118732967}",25,20,6.5613903437535335,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.7, 'e': 0.023801658877461853}",20,6,23.94880139618609,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.7, 'e': 0.023659276498480899}",25,5,31.081098198282877,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.7, 'e': 0.023517745856009107}",20,8,25.628839838056113,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.7, 'e': 0.023377061854928043}",20,0,27.089500460352305,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.7, 'e': 0.023237219430598487}",20,11,16.68464032066668,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.7, 'e': 0.02309821354867805}",20,9,23.299541418381747,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.7, 'e': 0.022960039204939983}",30,19,23.90864765684982,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.7, 'e': 0.02282269142509297}",20,8,25.17433644188184,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.7, 'e': 0.022686165264602126}",20,8,20.442382086838755,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.7, 'e': 0.022550455808510905}",20,9,21.652921679899077,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.7, 'e': 0.022415558171264255}",30,19,19.77296823005227,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.7, 'e': 0.022281467496532641}",25,16,19.519100706475765,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.7, 'e': 0.022148178957037315}",35,18,34.71659670944614,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.7, 'e': 0.022015687754376439}",20,13,11.764076877184252,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.7, 'e': 0.021883989118852424}",30,16,26.28995566740302,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.7, 'e': 0.021753078309300157}",35,24,23.706531188639772,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.7, 'e': 0.021622950612916365}",25,13,8.423766219284579,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
640,False,"{'a': 0.7, 'e': 0.021493601345089923}",20,10,21.50396552537292,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.7, 'e': 0.021365025849233204}",30,11,34.94076010830394,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.7, 'e': 0.021237219496614494}",20,0,29.41948128464893,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
643,False,"{'a': 0.7, 'e': 0.021110177686191275}",30,20,20.22562249569784,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.7, 'e': 0.020983895844444669}",20,12,15.99197551387327,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.7, 'e': 0.020858369425214716}",30,16,26.014727501543714,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.7, 'e': 0.020733593909536791}",20,5,27.138660172540476,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.7, 'e': 0.020609564805478826}",20,13,13.260022401158414,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.7, 'e': 0.020486277647979705}",20,3,28.738309623623877,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.7, 'e': 0.020363727998688425}",30,13,28.876126221203872,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.7, 'e': 0.020241911445804391}",25,17,13.599153423024138,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.7, 'e': 0.020120823603918526}",25,6,37.074269046059825,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.7, 'e': 0.020000460113855461}",25,19,11.503580007545493,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.7, 'e': 0.019880816642516539}",25,16,17.256806604353827,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.7, 'e': 0.019761888882723885}",25,14,21.651081722559333,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.7, 'e': 0.019643672553065292}",20,10,20.837870150036967,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.7, 'e': 0.019526163397740135}",20,14,11.926608530947064,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.7, 'e': 0.019409357186406115}",20,13,14.503130691194082,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.7, 'e': 0.019293249714027027}",30,13,29.999767010016985,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.7, 'e': 0.019177836800721309}",30,17,23.7799012718864,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.7, 'e': 0.019063114291611637}",25,15,17.624275032266908,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.7, 'e': 0.01894907805667527}",35,12,42.24530275463075,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.7, 'e': 0.018835723990595455}",20,8,22.180887247176702,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.7, 'e': 0.018723048012613555}",30,16,22.955945917408975,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.7, 'e': 0.018611046066382211}",25,19,11.00830514769459,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.7, 'e': 0.018499714119819242}",20,7,22.305222920644216,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.7, 'e': 0.018389048164962566}",25,16,15.563673764155352,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.7, 'e': 0.018279044217825845}",30,15,31.92114036689967,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.7, 'e': 0.018169698318255101}",20,10,19.202495633316573,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.7, 'e': 0.018061006529786143}",30,12,32.98780208710778,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.7, 'e': 0.017952964939502849}",25,7,27.497898879945655,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.7, 'e': 0.017845569657896316}",20,12,15.513255758297014,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.7, 'e': 0.017738816818724773}",20,12,13.654625103522461,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.7, 'e': 0.017632702578874501}",20,10,-23.341839412390463,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
674,False,"{'a': 0.7, 'e': 0.017527223118221399}",25,13,22.481518250473677,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.7, 'e': 0.017422374639493515}",20,10,14.82001787615226,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.7, 'e': 0.017318153368134255}",30,20,18.882513170512272,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.7, 'e': 0.017214555552166607}",25,12,22.31052001083374,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.7, 'e': 0.017111577462058016}",30,19,19.076804566905952,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.7, 'e': 0.017009215390586124}",25,9,15.426766236366413,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
680,False,"{'a': 0.7, 'e': 0.016907465652705279}",20,13,14.934483126765596,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.7, 'e': 0.016806324585413937}",25,15,18.03521925173147,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.7, 'e': 0.016705788547622755}",20,12,15.857655008446953,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.7, 'e': 0.01660585392002353}",20,14,9.678470020565165,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.7, 'e': 0.016506517104958845}",20,12,16.820851368222183,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.7, 'e': 0.016407774526292645}",25,15,17.88666407508278,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.7, 'e': 0.016309622629281449}",35,23,22.79038629478078,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.7, 'e': 0.016212057880446332}",25,19,11.857624393668846,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.7, 'e': 0.016115076767445814}",30,10,23.07991383529868,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
689,False,"{'a': 0.7, 'e': 0.016018675798949358}",20,11,16.954429220481348,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.7, 'e': 0.015922851504511698}",30,13,30.58956807278253,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.7, 'e': 0.015827600434447853}",25,12,24.59393832227019,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.7, 'e': 0.015732919159709032}",25,15,19.940740999874603,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.7, 'e': 0.015638804271759118}",20,6,23.921342870643965,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.7, 'e': 0.015545252382451996}",30,9,37.4588795480081,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.7, 'e': 0.015452260123909515}",20,9,22.913270074452537,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.7, 'e': 0.015359824148400343}",25,13,23.991338186267203,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.7, 'e': 0.015267941128219376}",25,18,13.141720457472674,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.7, 'e': 0.015176607755567978}",20,6,26.253990817969736,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.7, 'e': 0.015085820742434841}",20,5,29.620108194526246,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.7, 'e': 0.014995576820477703}",20,16,8.316401980835174,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.7, 'e': 0.014905872740905627}",25,12,23.707723212252848,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.7, 'e': 0.014816705274362072}",20,6,27.885833293317834,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.7, 'e': 0.014728071210808588}",25,0,32.543052218168015,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
704,False,"{'a': 0.7, 'e': 0.014639967359409327}",35,21,25.05598561355593,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.7, 'e': 0.014552390548416123}",25,12,23.94364774956802,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.7, 'e': 0.014465337625054335}",25,13,21.06384205233509,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.7, 'e': 0.014378805455409293}",30,17,24.24418860585689,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
